Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Se Não Avisar O Bicho Pega	O Rappa		Lado B Lado A						Brasil\Live\	7710845	279	1	1	7	13	1999	09/Oct/2023 6:36 PM	01/Jun/2014 3:45 PM	216	48000		MPEG audio file								D:\MP3\Brasil\R\O Rappa - Se Não Avisar O Bicho Pega.mp3
Minha Alma (A Paz Que Eu Não Quero)	O Rappa		Lado B Lado A						Brasil\Rock\	4997505	299			6		1999	09/Oct/2023 6:36 PM	18/Apr/2021 9:56 PM	128	44100		MPEG audio file								D:\MP3\Brasil\R\O Rappa - Minha Alma (A Paz Que Eu Não Quero).mp3
Pescador De Ilusões	O Rappa		Rappa-Mundi						Brasil\Novela\Rock\	6463105	264			6		1994	09/Oct/2023 6:36 PM	22/Oct/2014 9:12 PM	192	44100		MPEG audio file								D:\MP3\Brasil\R\O Rappa - Pescador De Ilusões.mp3
Eu Quero Ver Gol (Acústico MTV)	O Rappa		Rappa-Mundi	Searched\Ok					Brasil\Pop\	7932499	393	1	1	13	13	1994	09/Oct/2023 6:36 PM	26/Apr/2014 4:36 PM	160	44100		MPEG audio file								D:\MP3\Brasil\R\O Rappa - Eu Quero Ver Gol (Acústico MTV).mp3
Cadê Você	Odair José		Odair José	Searched\Found\					Brasil\Favorite\MPB\	3882880	237					1973	07/Jun/2023 8:39 PM	13/Apr/2013 6:52 PM	128	44100		MPEG audio file								D:\MP3\Favorites_Brasil\Odair José - Cadê Você.mp3
Sua Cartinha	Odair José		Odair José						Brasil\Pop\	3854183	231					1970	07/Jun/2023 7:53 PM	21/Apr/2014 6:50 PM	128	44100		MPEG audio file					1	31/May/2014 8:51 PM		D:\MP3\Brasil\O\Odair José - Sua Cartinha.mp3
Eye Can See You (Offer Nissim Club Mix)	Offer Nissim Feat. Suzanne Palmer		Happy People						House\	19445534	483	1	2	10	10	2008	07/Jun/2023 9:00 PM	14/Dec/2019 12:12 AM	320	44100		MPEG audio file								D:\MP3\O\Offer Nissim Feat. Suzanne Palmer - Eye Can See You (Offer Nissim Club Mix).mp3
Happy People	Offer Nissim Feat. Maya		Happy People	Searched\					Favorite\House\Dance\	5320734	451					2008	07/Jun/2023 8:35 PM	01/Jul/2012 6:02 AM	80	44100		MPEG audio file			30	30/Aug/2018 8:23 PM	27	13/Jan/2022 8:14 PM		D:\MP3\Favorites\Offer Nissim Feat. Maya - Happy People.mp3
Panis Et Circenses	Os Mutantes		Os Mutantes	Searched\Found\					Brasil\Favorite\Psychedelic\Rock\Alternative\Psychedelic Rock\	8736321	215			3		1968	07/Jun/2023 7:34 PM	20/Nov/2021 3:05 AM	320	44100		MPEG audio file					1	25/Feb/2023 6:30 PM		D:\MP3\Favorites_Brasil\Os Mutantes - Panis Et Circenses.mp3
Dia 36	Os Mutantes		Os Mutantes						Brasil\Alternative\MPB\	4983655	242			3		1969	07/Jun/2023 7:52 PM	31/Jul/2016 10:31 PM	160	44100		MPEG audio file								D:\MP3\Brasil\M\Os Mutantes - Dia 36.mp3
Papa Loves Mambo	Perry Como		The Very Best Of Perry Como	GreatestHits					Rock\	6422650	159	1	1	23		1954	20/Sep/2023 10:22 PM	23/Jul/2016 3:15 PM	320	44100		MPEG audio file								D:\MP3\P\Perry Como - Papa Loves Mambo.mp3
Don't Let The Stars Get In Your Eyes	Perry Como		The Very Best Of Perry Como	GreatestHits					Vocal Pop\	5442525	162	3	8	12	20	1952	20/Sep/2023 10:22 PM	14/Dec/2019 12:12 AM	263	44100		MPEG audio file								D:\MP3\P\Perry Como - Don't Let The Stars Get In Your Eyes.mp3
Ando Falando Sozinho	Polegar		Polegar	Searched\Found\Searched\					Brasil\Favorite\Pop Rock\	4438871	241	1	1	2	10	1989	17/Sep/2023 4:24 PM	07/May/2014 7:22 PM	128	44100		MPEG audio file			1		1	17/Feb/2015 6:23 PM		D:\MP3\Favorites_Brasil\Polegar - Ando Falando Sozinho.mp3
Ela Não Liga	Polegar		Polegar	Searched					Brasil\	2793302	222			1	10	1990	07/Jun/2023 7:35 PM	25/Apr/2021 9:37 PM	96	44100		MPEG audio file								D:\MP3\Brasil\P\Polegar - Ela Não Liga.mp3
Little Red Corvette (Dance Mix)	Prince	Prince	Ultimate	GreatestHits					Rock\	12053828	499			11		2001	20/Sep/2023 10:22 PM	01/Jul/2012 6:00 AM	192	44100		MPEG audio file					1	10/May/2015 1:28 AM		D:\MP3\P\Prince - Little Red Corvette (Dance Mix).mp3
1999 (Edit)	Prince		Ultimate	Searched\Found\Attached\RY=1982\master\Country=US\Label=NPG Records\Format=CD\GreatestHits	PMEDIA				Pop\Deep House\	8801636	218	1		559		2006	20/Sep/2023 10:22 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file								D:\MP3\P\Prince - 1999 (Edit).mp3
Break 4 Love	Raze		Break 4 Love	Searched\					Favorite\House\	5610178	229			16		1988	07/Jun/2023 8:35 PM	01/Aug/2014 9:17 PM	192	48000		MPEG audio file			10	24/Sep/2023 5:15 PM	10	24/Sep/2023 5:16 PM		D:\MP3\Favorites\Raze - Break 4 Love.mp3
Break 4 Love	Raze		Break 4 Love	Searched\Dupe					Favorite\Dance\House\	5401789	271	2	6	16		1988	26/Aug/2023 3:01 PM	14/Dec/2019 12:12 AM	156	44100		MPEG audio file			9		9			D:\MP3\Favorites\Raze - Break 4 Love (1).mp3
Você Não Serve Para Mim	Roberto Carlos		Em Ritmo De Aventura (1967)	Searched\Found\Ok					Brasil\Favorite\Ballad\	3624977	175			9	12	1967	17/Sep/2023 4:12 PM	14/Dec/2019 12:12 AM	160	44100		MPEG audio file			2	17/Feb/2020 9:10 PM	2	14/Apr/2020 6:12 PM		D:\MP3\Favorites_Brasil\Roberto Carlos - Você Não Serve Para Mim.mp3
E Por Isso Estou Aqui	Roberto Carlos		Em Ritmo De Aventura (1967)	Searched\Found\Ok					Brasil\Favorite\Pop\Pop Rock\	3456489	141	1	1	10	12	1967	17/Sep/2023 4:12 PM	16/Aug/2015 4:43 AM	186	44100		MPEG audio file			8	15/Oct/2018 1:23 PM	14	12/Aug/2021 8:37 PM		D:\MP3\Favorites_Brasil\Roberto Carlos - E Por Isso Estou Aqui.mp3
Como Vai Você	Roberto Carlos	Antônio Marcos, Mario Marcos	Roberto Carlos (1972)	Searched\Found\					Brasil\Favorite\Easy\Soft Rock\	6078019	248			12		1972	07/Jun/2023 7:10 PM	23/Jan/2022 10:14 PM	192	44100		MPEG audio file			10		2			D:\MP3\Favorites_Brasil\Roberto Carlos - Como Vai Você.mp3
Nega (Espanhol)	Roberto Carlos		Roberto Carlos (1972)	Searched					Brasil\	3951806	243			16	16	1972	07/Jun/2023 7:06 PM	03/Dec/2021 2:25 PM	128	44100		MPEG audio file			1					D:\MP3\Brasil\R\Roberto Carlos - Nega (Espanhol).mp3
Seu Corpo, Café Da Manhã, Os Seus Botões... (Ao Vivo)	Roberto Carlos		Roberto Carlos - Ao Vivo (1998)	Small\Searched\Ok					Brasil\MPB\Live\	10014592	624			7		1998	17/Sep/2023 4:19 PM	09/Aug/2021 11:50 PM	128	44100		MPEG audio file								D:\MP3\Brasil\R\Roberto Carlos - Seu Corpo, Café Da Manhã, Os Seus Botões... (Ao Vivo).mp3
Eu Te Amo Tanto (Ao Vivo) (1998)	Roberto Carlos		Roberto Carlos - Ao Vivo (1998)	Ok					Brasil\MPB\Live\	8236299	337					1998	17/Sep/2023 4:06 PM	13/Apr/2013 6:52 PM	192	44100		MPEG audio file			1		2	10/May/2023 1:58 PM		D:\MP3\Brasil\R\Roberto Carlos - Eu Te Amo Tanto (Ao Vivo).mp3
Be Mine!	Robyn		Robyn						Pop\	7097002	205			15		2005	07/Jun/2023 9:05 PM	04/Oct/2016 8:17 PM	256	32000		MPEG audio file			1	25/May/2017 6:47 PM				D:\MP3\R\Robyn - Be Mine!.mp3
Show Me Love	Robyn		Robyn	Searched\Found\					Favorite\Novela\Pop\Europop\	9246720	228			78	90	1993	07/Jun/2023 8:36 PM	14/Dec/2019 12:12 AM	320	44100		MPEG audio file			1		1			D:\MP3\Favorites\Robyn - Show Me Love.mp3
This Is How We Party	S.O.A.P.		S.O.A.P.						Dance\	7957220	198	1	1	74		1998	07/Jun/2023 7:16 PM	26/Jun/2016 4:52 PM	320	44100		MPEG audio file								D:\MP3\S\S.O.A.P. - This Is How We Party.mp3
Ladidi Ladida	S.O.A.P.		S.O.A.P.						Dance\	7326262	182	1	1	160		1998	07/Jun/2023 9:07 PM	16/Jul/2016 12:05 PM	320	44100		MPEG audio file								D:\MP3\S\S.O.A.P. - Ladidi Ladida.mp3
Push It	Salt-N-Pepa		Push It						Hip-Hop\Rap\R&B\	8650667	209			10		1986	07/Jun/2023 9:07 PM	15/Sep/2018 6:34 PM	320	44100		MPEG audio file			1					D:\MP3\S\Salt-N-Pepa - Push It.mp3
Push It (DJ Tonka Remix)	Salt-N-Pepa		Push It						Dance\	4616185	222					1999	07/Jun/2023 9:07 PM	15/Feb/2014 11:52 PM	160	44100		MPEG audio file					1	13/Dec/2015 8:40 PM		D:\MP3\S\Salt-N-Pepa - Push It (DJ Tonka Remix).mp3
Wasting My Life	Sect		Eleven	Upgraded\					Dance\	5373876	263			1		1995	10/Jun/2023 9:35 PM	15/Apr/2021 1:34 AM	160	44100		MPEG audio file					1	11/Jun/2023 12:38 AM		D:\MP3\S\Sect - Wasting My Life.mp3
Follow You (Crazy For You)	Sect		Eleven	Searched\Found\					iPhone\Favorite\Downtempo\Euro House\	3541205	218					1995	07/Jun/2023 7:10 PM	01/Jul/2012 6:02 AM	128	44100		MPEG audio file			138	10/Jun/2023 6:30 PM	31	02/Nov/2022 9:20 PM		D:\MP3\Favorites\Sect - Follow You (Crazy For You).mp3
Que Se Chama Amor	Só Pra Contrariar		Só Pra Contrariar	Searched\Found\					Brasil\Favorite\Pagode\Brega\Samba\	4957128	242	1	1	3	20	1993	07/Jun/2023 7:24 PM	07/Apr/2014 5:59 PM	160	44100		MPEG audio file			6	20/Jan/2017 8:52 PM	3	26/Dec/2016 8:26 PM		D:\MP3\Favorites_Brasil\Só Pra Contrariar - Que Se Chama Amor.mp3
Essa Tal Liberdade	Só Pra Contrariar		Só Pra Contrariar						Brasil\Favorite\	9887149	243	1		10		1993	21/Sep/2023 1:18 AM	20/Sep/2023 10:51 PM	320	44100		MPEG audio file								D:\MP3\Favorites_Brasil\Só Pra Contrariar - Essa Tal Liberdade (1).mp3
Sir Duke	Stevie Wonder	Stevie Wonder	Songs In The Key Of Life		PMEDIA				Pop\	9441437	232	1	1	3		1976	07/Jun/2023 9:10 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file								D:\MP3\S\Stevie Wonder - Sir Duke.mp3
Love's In Need Of Love Today	Stevie Wonder	Stevie Wonder	Songs In The Key Of Life	Searched\Found\Attached\master\Country=US\Label=Tamla\Format=Vinyl\	PMEDIA				R&B\Soul\	17176191	425	1		10		1976	07/Jun/2023 9:10 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file								D:\MP3\S\Stevie Wonder - Love's In Need Of Love Today.mp3
Till I Waltz Again With You	Teresa Brewer		The Best Of Teresa Brewer	GreatestHits					Vocal\	4932082	181	2	8	8	15	1951	20/Sep/2023 10:22 PM	31/Jul/2017 10:16 PM	211	44100		MPEG audio file								D:\MP3\T\Teresa Brewer - Till I Waltz Again With You.mp3
A Sweet Old Fashioned Girl	Teresa Brewer		The Best Of Teresa Brewer	GreatestHits					Pop\	2902525	177	1	1	46		1956	20/Sep/2023 10:22 PM	23/Jul/2016 3:20 PM	128	44100		MPEG audio file								D:\MP3\T\Teresa Brewer - A Sweet Old Fashioned Girl.mp3
Lonely Mind	TH Express		Love 4 Liberty						Dance\	9313405	233					2002	07/Jun/2023 7:17 PM	25/Oct/2015 4:33 PM	317	44100		MPEG audio file			1	26/Oct/2015 10:55 AM				D:\MP3\T\TH Express - Lonely Mind.mp3
Love 4 Liberty (Club Mix)	TH Express		Love 4 Liberty	Searched\					Eurodance\	4478444	269					1996	17/Sep/2023 4:24 PM	14/Dec/2019 12:12 AM	128	44100		MPEG audio file								D:\MP3\T\T.H. Express - Love 4 Liberty (Club Mix).mp3
Drive	The Cars		Heartbeat City	Searched\Found\	PMEDIA				Favorite\Easy\Novela\Pop\Rock\Pop Rock\	9632951	237	1		40		1984	07/Jun/2023 8:37 PM	16/Apr/2021 7:08 PM	320	44100		MPEG audio file			12	18/Aug/2022 10:22 PM	4	01/Apr/2023 6:15 PM	60	D:\MP3\Favorites\The Cars - Drive.mp3
Looking For Love	The Cars		Heartbeat City	Searched\Found\Attached\master\Country=US\Label=Elektra\Format=Vinyl\	PMEDIA				Pop\Pop Rock\	9369644	231	1		492		1984	07/Jun/2023 7:23 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file							60	D:\MP3\C\The Cars - Looking For Love.mp3
Theme From The Deer Hunter	The Shadows		The Shadows						Rock\	8775862	209			10		1979	07/Jun/2023 9:11 PM	07/Apr/2014 6:08 PM	320	44100		MPEG audio file					1	07/Mar/2016 4:35 PM		D:\MP3\S\The Shadows - Theme From The Deer Hunter.mp3
Sleepwalk	The Shadows	Ann Farina / John Farina / S. Farina, J. Farina, D. Wolf / Santo Farina	The Shadows	Searched\Found\Attached\master\Country=\Label=Columbia\Format=Vinyl\	PMEDIA				Rock\Instrumental\	6844216	169	3		15		1961	07/Jun/2023 7:37 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file								D:\MP3\S\The Shadows - Sleepwalk.mp3
Rapper's Delight	The Sugarhill Gang	Edwards	Sugarhill Gang	Searched\	PMEDIA				Favorite\Pop\House\Disco\	9862184	235	1		117		1970	07/Jun/2023 8:37 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file			9		7			D:\MP3\Favorites\The Sugarhill Gang - Rapper's Delight (Single Version).mp3
Rapper's Delight	The Sugarhill Gang		Sugarhill Gang	Searched\Dupe	PMEDIA				Favorite\House\Disco\	17174695	427			92		1970	26/Aug/2023 3:01 PM	17/Apr/2021 11:03 PM	320	44100		MPEG audio file			9		7			D:\MP3\Favorites\The Sugarhill Gang - Rapper's Delight (2).mp3
O Quê	Titãs		Domingo	Searched\Found\Attached\release\Country=Brazil\Label=WEA Discos Ltda.\Format=Vinyl					Brasil\Rock\Pop Rock\	13954129	346			13		1984	07/Jun/2023 6:54 PM	11/Aug/2021 12:36 PM	320	44100		MPEG audio file								D:\MP3\Brasil\T\Titãs - O Quê.mp3
Domingo	Titãs		Domingo	Searched\Found\Attached\release\Country=Brazil\Label=WARNER MUSIC BRASIL LTDA.\Format=CD\					Brasil\Pop Rock\	4010023	244					1995	07/Jun/2023 7:18 PM	13/Apr/2013 6:52 PM	128	44100		MPEG audio file								D:\MP3\Brasil\T\Titãs - Domingo.mp3
Miséria	Titãs		Õ Blésq Blom	Searched\Found\					Brasil\iPhone\Favorite\Pop Rock\	5451419	267					1989	07/Jun/2023 7:10 PM	08/Aug/2014 6:15 PM	160	44100		MPEG audio file			14	06/Jun/2023 5:00 PM	10	11/Apr/2023 8:28 PM		D:\MP3\Favorites_Brasil\Titãs - Miséria.mp3
Flores	Titãs		Õ Blesq Blom	Searched\Found\					Brasil\Favorite\Alternative\Indie\Pop\Rock\Pop Rock\	8416231	207	1		8		1989	07/Jun/2023 8:40 PM	18/Apr/2021 9:56 PM	320	44100		MPEG audio file			2					D:\MP3\Favorites_Brasil\Titãs - Flores.mp3
Vivo Sonhando (Dreamer)	Tom Jobim		The Composer Of 'Desafinado' Plays						Brasil\MPB\	4398408	155	1	1	4	12	1963	07/Jun/2023 6:58 PM	31/Jul/2016 10:32 PM	223	44100		MPEG audio file								D:\MP3\Brasil\T\Tom Jobim - Vivo Sonhando (Dreamer).mp3
Chega De Saudade	Tom Jobim		The Composer Of 'Desafinado' Plays						Brasil\Novela\MPB\	7546733	259	1	1	11	12	1963	07/Jun/2023 7:55 PM	31/Jul/2016 10:32 PM	230	44100		MPEG audio file								D:\MP3\Brasil\T\Tom Jobim - Chega De Saudade.mp3
Wave	Tom Jobim		Wave						Brasil\Novela\	3610461	220			14	20	1967	07/Jun/2023 7:55 PM	31/Dec/2019 6:11 PM	128	44100		MPEG audio file			2	24/Sep/2023 4:41 PM				D:\MP3\Brasil\T\Tom Jobim - Wave.mp3
Wave (Novela Páginas Da Vida)	Tom Jobim		Wave						Brasil\Novela\	4282149	176	1	1	15		1967	07/Jun/2023 6:58 PM	18/Oct/2014 6:59 PM	192	44100		MPEG audio file								D:\MP3\Brasil\T\Tom Jobim - Wave (Novela Páginas Da Vida).mp3
Velha Infancia	Tribalistas		Tribalistas	Searched\Found\					Brasil\Favorite\MPB\	10242814	252			3		2002	07/Jun/2023 8:40 PM	10/May/2020 9:51 PM	320	44100		MPEG audio file			1					D:\MP3\Favorites_Brasil\Tribalistas - Velha Infancia.mp3
E Você	Tribalistas		Tribalistas						Brasil\Easy\MPB\	7108078	174			13		1987	07/Jun/2023 7:55 PM	12/Aug/2021 12:09 AM	320	44100		MPEG audio file					1	24/Sep/2023 5:16 PM		D:\MP3\Brasil\T\Tribalistas - E Você.mp3
White History Book	Virgin Prunes		The Moon Looked Down And Laughed	Upgraded\					Post Punk\	5439856	224					1985	10/Jun/2023 2:15 AM	23/Apr/2023 1:45 AM	189	44100		MPEG audio file		Gavin Friday (vocals), Guggi (vocals, 1977-84), Dik (guitar, 1977-84), Haa-Lacka Bintti (keyboards, percussion, 1981), Mary D'Nellon (percussion, 1981-84, guitar, 1984-86), Strongman (bass), Pod (drums, 1977-80, 1984-86), Dave-id Busarus (vocals)						D:\MP3\V\Virgin Prunes - White History Book.mp3
Heaven	Virgin Prunes		The Moon Looked Down And Laughed						Post punk\	2213018	86					1985	08/Jun/2023 3:06 PM	23/Apr/2023 1:45 AM	192	44100		MPEG audio file		Gavin Friday (vocals), Guggi (vocals, 1977-84), Dik (guitar, 1977-84), Haa-Lacka Bintti (keyboards, percussion, 1981), Mary D'Nellon (percussion, 1981-84, guitar, 1984-86), Strongman (bass), Pod (drums, 1977-80, 1984-86), Dave-id Busarus (vocals)						D:\MP3\V\Virgin Prunes - Heaven.mp3
Troublemaker	Weezer		Weezer						Pop\	4704819	165	1	1	1	11	2008	07/Jun/2023 9:16 PM	26/Jun/2016 4:52 PM	224	44100		MPEG audio file					1	04/Jul/2016 9:45 PM		D:\MP3\W\Weezer - Troublemaker.mp3
My Name Is Jonas	Weezer	Rivers Cuomo	Weezer	Searched\Found\Attached\release\Country=US\Label=Mobile Fidelity Sound Lab\Format=Vinyl\	PMEDIA				Rock\Alternative Rock\	8241096	204	1		29		2012	07/Jun/2023 7:37 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file								D:\MP3\W\Weezer - My Name Is Jonas.mp3
World Of Our Own	Westlife	Wayne Hector	World Of Our Own		PMEDIA				Pop\	8519010	211	1	1	111		2001	07/Jun/2023 9:16 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file			1					D:\MP3\W\Westlife - World Of Our Own.mp3
Queen Of My Heart (Karaoke Version)	Westlife		World Of Our Own	Searched\Found\Attached\release\					Rock\Ballad\	5882089	241	1	2	13	20	2002	16/Jun/2023 8:45 PM	21/Apr/2014 6:57 PM	192	44100		MPEG audio file								D:\MP3\W\Westlife - Queen Of My Heart (Karaoke Version).mp3
The Sun	X-Perience		Magic Fields						Eurodance\	4008721	245					1996	07/Jun/2023 7:27 PM	14/Dec/2019 12:12 AM	128	44100		MPEG audio file								D:\MP3\X\X-Perience - The Sun.mp3
A Neverending Dream	X-Perience		Magic Fields						Eurodance\	9130077	226			1		1996	09/Jun/2023 3:22 PM	20/Jul/2016 11:16 PM	320	44100		MPEG audio file			2					D:\MP3\X\X-Perience - A Neverending Dream.mp3
Valerie	Mark Ronson & Amy Winehouse		Back To Black						Pop\	8814464	218	1	1	10		2007	07/Jun/2023 8:54 PM	07/Apr/2014 6:05 PM	320	44100		MPEG audio file					1	19/Sep/2015 8:19 PM		D:\MP3\M\Mark Ronson & Amy Winehouse - Valerie.mp3
Back To Black	Amy Winehouse	Amy Winehouse & Mark Ronson	Back To Black						R&B\Soul\	9757904	241	1		5		2006	07/Jun/2023 7:39 PM	23/Apr/2023 1:45 AM	320	44100		MPEG audio file								D:\MP3\A\Amy Winehouse - Back To Black.mp3
Tears Dry On Their Own	Amy Winehouse	Amy Winehouse	Back To Black						R&B\Soul\	7491916	185	1		124		2006	08/Jun/2023 11:32 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file					1			D:\MP3\A\Amy Winehouse - Tears Dry On Their Own.mp3
Love Story	Andy Williams		Andy Williams						Easy\	7686365	190			26		1982	07/Jun/2023 7:39 PM	14/Dec/2019 12:12 AM	320	44100		MPEG audio file								D:\MP3\A\Andy Williams - Love Story.mp3
It's The Most Wonderful Time Of The Year	Andy Williams		Andy Williams						Pop\	6729793	166			3		1991	07/Jun/2023 7:39 PM	15/Sep/2018 6:32 PM	320	44100		MPEG audio file								D:\MP3\A\Andy Williams - It's The Most Wonderful Time Of The Year.mp3
Canadian Sunset	Andy Williams		Andy Williams	Searched\Found\Ok					Vocal Pop\Vocal\Pop\	3167329	158	3	8	15	20	1956	17/Sep/2023 4:12 PM	14/Dec/2019 12:12 AM	155	44100		MPEG audio file			1	13/May/2023 12:08 AM				D:\MP3\A\Andy Williams - Canadian Sunset.mp3
Three Little Birds	Bob Marley & The Wailers	Bob Marley	Legend	Searched\Found\	PMEDIA				Roots Reggae\Reggae\	7335521	180	1	1	24		1977	07/Jun/2023 7:44 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file								D:\MP3\B\Bob Marley & The Wailers - Three Little Birds.mp3
Is This Love	Bob Marley & The Wailers	B. Marley	Legend						Classic Roots Reggae\Slow\	7554185	232	1	1	1		1978	07/Jun/2023 7:44 PM	18/Apr/2021 9:56 PM	256	44100		MPEG audio file		LAMEB 388 b256hlp pjb						D:\MP3\B\Bob Marley & The Wailers - Is This Love.mp3
Buffalo Soldier	Bob Marley & The Wailers		Legend						Reggae\	4063880	164			18		1983	07/Jun/2023 7:44 PM	02/Jan/2022 7:59 PM	192	44100		MPEG audio file			9		1			D:\MP3\B\Bob Marley & The Wailers - Buffalo Soldier (1).mp3
Someone You Use	Candi Staton		Candi Staton						Soul\	3738802	151	1	1	5	26	1963	07/Jun/2023 7:07 PM	23/Jun/2015 10:31 PM	192	44100		MPEG audio file								D:\MP3\C\Candi Staton - Someone You Use.mp3
In The Ghetto	Candi Staton		Candi Staton						Pop\	4123576	167			8		1980	07/Jun/2023 7:56 PM	01/Jul/2012 6:06 AM	192	44100		MPEG audio file			2	06/Oct/2017 4:20 PM				D:\MP3\C\Candi Staton - In The Ghetto.mp3
Do Your Duty	Candi Staton		Candi Staton						R&B\	3750971	152			10		1963	07/Jun/2023 7:56 PM	01/Jul/2012 6:06 AM	192	44100		MPEG audio file			2	07/Jun/2013 3:47 PM				D:\MP3\C\Candi Staton - Do Your Duty.mp3
Exagerado	Cazuza		Exagerado	Searched\Found\					Brasil\iPhone\Favorite\Novela\MPB\Rock\Pop\	8976716	223	1		1		1985	07/Jun/2023 8:38 PM	18/Apr/2021 9:56 PM	320	44100		MPEG audio file			33	10/Dec/2022 5:10 PM	16	01/Apr/2023 5:15 PM		D:\MP3\Favorites_Brasil\Cazuza - Exagerado.mp3
Heavy Love	Cazuza		Exagerado						Brasil\Rock\Pop\	2977920	180			9		1987	07/Jun/2023 7:48 PM	18/Apr/2021 9:56 PM	128	44100		MPEG audio file								D:\MP3\Brasil\C\Cazuza - Heavy Love.mp3
Mulher Sem Razão	Cazuza		Exagerado						Brasil\Rock\Pop\	3533006	215			11		1989	14/Jun/2023 10:49 PM	18/Apr/2021 9:56 PM	128	44100		MPEG audio file								D:\MP3\Brasil\C\Cazuza - Mulher Sem Razão.mp3
Look For Me	Chipmunk Feat. Talay Riley		I Am Chipmunk						Hip-Hop\Rap\Pop\	6650117	206	1	1	11	17	2009	07/Jun/2023 7:57 PM	04/Oct/2016 8:16 PM	256	32000		MPEG audio file			1	24/Aug/2018 7:42 PM				D:\MP3\C\Chipmunk Feat. Talay Riley - Look For Me.mp3
Diamond Rings	Chipmunk Feat. Emeli Sande		I Am Chipmunk						Pop\	5980540	185	2	2	8	21	2009	08/Jun/2023 11:33 PM	04/Oct/2016 8:16 PM	256	32000		MPEG audio file					1	05/Aug/2017 5:51 PM		D:\MP3\C\Chipmunk Feat. Emeli Sande - Diamond Rings.mp3
Until You Were Gone	Chipmunk Feat. Esmée Denters		I Am Chipmunk						Pop\	6813508	211	1	1	16	17	2009	07/Jun/2023 7:57 PM	04/Oct/2016 8:16 PM	256	32000		MPEG audio file			1	12/Jun/2018 10:41 AM				D:\MP3\C\Chipmunk Feat. Esmée Denters - Until You Were Gone.mp3
Goodies	Ciara Feat. Petey Pablo	Sean Garrett	Goodies		PMEDIA				R&B\Soul\	9007199	223	1	1	81		2004	07/Jun/2023 7:58 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file					1			D:\MP3\C\Ciara Feat. Petey Pablo - Goodies.mp3
Next To You	Ciara	R. Kelly	Goodies						R&B\Soul\	5759411	193			9		2004	07/Jun/2023 7:32 PM	19/Jul/2013 1:30 AM	199	44100		MPEG audio file								D:\MP3\C\Ciara - Next To You.mp3
And I	Ciara	A. Shropshire/C. Harris	Goodies						R&B\Soul\	6427272	233			10		2004	07/Jun/2023 7:32 PM	19/Jul/2013 1:30 AM	187	44100		MPEG audio file					1	25/Feb/2018 7:47 PM		D:\MP3\C\Ciara - And I.mp3
Free	DJ Quicksilver		Quicksilver						Dance\	7701622	191			22		1997	07/Jun/2023 9:03 PM	14/Dec/2019 12:12 AM	320	44100		MPEG audio file								D:\MP3\Q\DJ Quicksilver - Free.mp3
Bingo Bongo	DJ Quicksilver		Quicksilver						Techno\	9436348	235			11		1995	07/Jun/2023 9:03 PM	12/Nov/2017 4:38 PM	320	44100		MPEG audio file			1	05/Dec/2017 4:59 AM				D:\MP3\Q\DJ Quicksilver - Bingo Bongo.mp3
Bellissima	DJ Quicksilver		Quicksilver						Dance\Classics\OneHitWonders\	6897361	193			130		1981	07/Jun/2023 9:03 PM	18/Apr/2021 9:56 PM	283	44100		MPEG audio file								D:\MP3\Q\DJ Quicksilver - Bellissima.mp3
Águas De Março	Elis Regina		Elis	Searched\Found\					Brasil\Favorite\MPB\	7458816	185			7	12	1972	07/Jun/2023 7:30 PM	13/Dec/2019 2:46 AM	320	44100		MPEG audio file					1	23/Feb/2020 8:39 PM		D:\MP3\Favorites_Brasil\Elis Regina - Águas De Março.mp3
Caxangá	Elis Regina		Elis						Brasil\MPB\	3097639	191	1	1	1	10	1963	09/Jun/2023 3:21 PM	13/Apr/2013 6:51 PM	128	44100		MPEG audio file								D:\MP3\Brasil\E\Elis Regina - Caxangá.mp3
Dois Pra La, Dois Pra Ca	Elis Regina		Elis						Brasil\MPB\	10699013	266			13		1974	07/Jun/2023 7:49 PM	06/Oct/2022 1:21 PM	320	44100		MPEG audio file			1					D:\MP3\Brasil\E\Elis Regina - Dois Pra La, Dois Pra Ca.mp3
Toda Menina Baiana	Gilberto Gil	Gilberto Gil	Realce	Searched\Found\					Brasil\Favorite\Novela\MPB\	9393324	232	1	1	1	18	1979	07/Jun/2023 8:38 PM	08/Aug/2014 6:14 PM	320	44100		MPEG audio file			9	06/Apr/2018 4:09 PM	7	08/Dec/2019 3:29 PM		D:\MP3\Favorites_Brasil\Gilberto Gil - Toda Menina Baiana.mp3
